S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
10368,02/03/2021,Rajasthan,320455,1304,316364,2787
10369,03/03/2021,Rajasthan,320557,1340,316430,2787
10370,04/03/2021,Rajasthan,320772,1470,316515,2787
10371,06/03/2021,Rajasthan,321123,1584,316750,2789
10372,07/03/2021,Rajasthan,321356,1703,316864,2789
10373,08/03/2021,Rajasthan,321532,1755,316988,2789
10374,09/03/2021,Rajasthan,321711,1883,317039,2789
10375,10/03/2021,Rajasthan,321890,1963,317138,2789
10376,11/03/2021,Rajasthan,322078,2032,317257,2789
10377,13/03/2021,Rajasthan,322518,2242,317487,2789
10378,14/03/2021,Rajasthan,322719,2329,317601,2789
10379,15/03/2021,Rajasthan,322969,2453,317726,2790
10380,24/05/2020,Sikkim,1,1,0,0
10381,25/05/2020,Sikkim,1,1,0,0
10382,26/05/2020,Sikkim,1,1,0,0
10383,27/05/2020,Sikkim,1,1,0,0
10384,28/05/2020,Sikkim,1,1,0,0
10385,29/05/2020,Sikkim,1,1,0,0
10386,30/05/2020,Sikkim,1,1,0,0
10387,31/05/2020,Sikkim,1,1,0,0
10388,01/06/2020,Sikkim,1,1,0,0
10389,02/06/2020,Sikkim,1,1,0,0
10390,03/06/2020,Sikkim,1,1,0,0
10391,04/06/2020,Sikkim,2,2,0,0
10392,05/06/2020,Sikkim,2,2,0,0
10393,06/06/2020,Sikkim,3,3,0,0
10394,07/06/2020,Sikkim,7,7,0,0
10395,08/06/2020,Sikkim,7,7,0,0
10396,09/06/2020,Sikkim,7,7,0,0
10397,10/06/2020,Sikkim,13,13,0,0
10398,11/06/2020,Sikkim,13,13,0,0
10399,12/06/2020,Sikkim,14,12,2,0
10400,13/06/2020,Sikkim,63,61,2,0
10401,14/06/2020,Sikkim,63,59,4,0
10402,15/06/2020,Sikkim,68,64,4,0
10403,16/06/2020,Sikkim,68,64,4,0
10404,17/06/2020,Sikkim,70,66,4,0
10405,18/06/2020,Sikkim,70,66,4,0
10406,19/06/2020,Sikkim,70,65,5,0
10407,20/06/2020,Sikkim,70,65,5,0
10408,21/06/2020,Sikkim,70,45,25,0
10409,22/06/2020,Sikkim,78,53,25,0
10410,23/06/2020,Sikkim,78,49,29,0
10411,24/06/2020,Sikkim,79,50,29,0
10412,25/06/2020,Sikkim,84,45,39,0
10413,26/06/2020,Sikkim,85,46,39,0
10414,27/06/2020,Sikkim,86,47,39,0
10415,28/06/2020,Sikkim,87,41,46,0
10416,29/06/2020,Sikkim,88,39,49,0
10417,30/06/2020,Sikkim,88,38,50,0
10418,01/07/2020,Sikkim,89,37,52,0
10419,02/07/2020,Sikkim,101,48,53,0
10420,03/07/2020,Sikkim,102,49,53,0
10421,04/07/2020,Sikkim,102,49,53,0
10422,05/07/2020,Sikkim,103,45,58,0
10423,06/07/2020,Sikkim,123,62,61,0
10424,07/07/2020,Sikkim,125,60,65,0
10425,08/07/2020,Sikkim,125,55,70,0
10426,09/07/2020,Sikkim,133,62,71,0
10427,10/07/2020,Sikkim,134,62,72,0
10428,11/07/2020,Sikkim,134,54,80,0
10429,12/07/2020,Sikkim,151,71,80,0
10430,13/07/2020,Sikkim,153,72,81,0
10431,14/07/2020,Sikkim,192,106,86,0
10432,15/07/2020,Sikkim,209,122,87,0
10433,16/07/2020,Sikkim,220,133,87,0
10434,17/07/2020,Sikkim,243,155,88,0
10435,18/07/2020,Sikkim,266,176,90,0
10436,19/07/2020,Sikkim,275,185,90,0
10437,20/07/2020,Sikkim,283,191,92,0
10438,21/07/2020,Sikkim,305,213,92,0
10439,22/07/2020,Sikkim,330,222,108,0
10440,23/07/2020,Sikkim,438,326,112,0
10441,24/07/2020,Sikkim,460,338,122,0
10442,25/07/2020,Sikkim,477,335,142,0
10443,26/07/2020,Sikkim,499,357,142,0
10444,27/07/2020,Sikkim,545,397,148,0
10445,28/07/2020,Sikkim,555,380,174,1
10446,29/07/2020,Sikkim,579,392,186,1
10447,30/07/2020,Sikkim,596,397,198,1
10448,31/07/2020,Sikkim,610,395,214,1
10449,01/08/2020,Sikkim,639,407,231,1
10450,02/08/2020,Sikkim,650,380,269,1
10451,03/08/2020,Sikkim,658,368,289,1
10452,04/08/2020,Sikkim,688,390,297,1
10453,05/08/2020,Sikkim,783,483,299,1
10454,06/08/2020,Sikkim,800,496,303,1
10455,07/08/2020,Sikkim,829,475,353,1
10456,08/08/2020,Sikkim,854,447,406,1
10457,09/08/2020,Sikkim,860,389,470,1
10458,10/08/2020,Sikkim,866,371,494,1
10459,11/08/2020,Sikkim,910,399,510,1
10460,12/08/2020,Sikkim,913,378,534,1
10461,13/08/2020,Sikkim,930,379,550,1
10462,14/08/2020,Sikkim,931,349,581,1
10463,15/08/2020,Sikkim,1080,456,623,1
10464,16/08/2020,Sikkim,1148,486,661,1
10465,17/08/2020,Sikkim,1167,493,673,1
10466,18/08/2020,Sikkim,1187,485,701,1
10467,19/08/2020,Sikkim,1207,450,755,2
10468,20/08/2020,Sikkim,1232,440,789,3
10469,21/08/2020,Sikkim,1290,460,827,3
10470,22/08/2020,Sikkim,1336,499,834,3
10471,23/08/2020,Sikkim,1381,507,871,3
10472,24/08/2020,Sikkim,1403,529,871,3
10473,25/08/2020,Sikkim,1446,509,934,3
10474,26/08/2020,Sikkim,1475,418,1054,3
10475,27/08/2020,Sikkim,1486,407,1076,3
10476,28/08/2020,Sikkim,1542,388,1151,3
10477,29/08/2020,Sikkim,1576,389,1184,3
10478,30/08/2020,Sikkim,1602,404,1195,3
10479,31/08/2020,Sikkim,1627,404,1220,3
10480,01/09/2020,Sikkim,1652,424,1225,3
10481,02/09/2020,Sikkim,1670,429,1237,4
10482,03/09/2020,Sikkim,1704,431,1269,4
10483,04/09/2020,Sikkim,1738,430,1304,4
10484,05/09/2020,Sikkim,1843,509,1329,5
10485,06/09/2020,Sikkim,1901,549,1347,5
10486,07/09/2020,Sikkim,1910,534,1371,5
10487,08/09/2020,Sikkim,1939,538,1396,5
10488,09/09/2020,Sikkim,1958,538,1413,7
10489,10/09/2020,Sikkim,1989,553,1429,7
10490,11/09/2020,Sikkim,2009,532,1470,7
10491,12/09/2020,Sikkim,2026,532,1486,8
10492,13/09/2020,Sikkim,2055,541,1503,11
10493,14/09/2020,Sikkim,2086,567,1505,14
10494,15/09/2020,Sikkim,2119,582,1521,16
10495,16/09/2020,Sikkim,2173,464,1690,19
10496,17/09/2020,Sikkim,2221,480,1722,19
10497,18/09/2020,Sikkim,2274,463,1789,22
10498,19/09/2020,Sikkim,2303,422,1857,24
10499,20/09/2020,Sikkim,2423,426,1972,25
10500,21/09/2020,Sikkim,2472,469,1975,28
10501,22/09/2020,Sikkim,2528,513,1986,29
10502,23/09/2020,Sikkim,2594,556,2009,29
10503,24/09/2020,Sikkim,2628,575,2023,30
10504,25/09/2020,Sikkim,2692,607,2054,31
10505,26/09/2020,Sikkim,2785,679,2075,31
10506,27/09/2020,Sikkim,2833,705,2097,31
10507,28/09/2020,Sikkim,2871,692,2146,33
10508,29/09/2020,Sikkim,2896,698,2164,34
10509,30/09/2020,Sikkim,2937,667,2235,35
10510,01/10/2020,Sikkim,3012,672,2303,37
10511,02/10/2020,Sikkim,3050,636,2375,39
10512,03/10/2020,Sikkim,3092,642,2409,41
10513,04/10/2020,Sikkim,3131,640,2448,43
10514,05/10/2020,Sikkim,3174,649,2480,45
10515,06/10/2020,Sikkim,3191,598,2547,46
10516,07/10/2020,Sikkim,3216,580,2587,49
10517,08/10/2020,Sikkim,3234,570,2615,49
10518,09/10/2020,Sikkim,3246,545,2650,51
10519,10/10/2020,Sikkim,3278,504,2721,53
10520,11/10/2020,Sikkim,3321,450,2816,55
10521,12/10/2020,Sikkim,3359,384,2920,55
10522,13/10/2020,Sikkim,3366,384,2925,57
10523,14/10/2020,Sikkim,3417,344,3014,59
10524,15/10/2020,Sikkim,3459,325,3075,59
10525,16/10/2020,Sikkim,3500,312,3129,59
10526,17/10/2020,Sikkim,3531,295,3177,59
10527,18/10/2020,Sikkim,3567,275,3233,59
10528,19/10/2020,Sikkim,3597,272,3265,60
10529,20/10/2020,Sikkim,3601,263,3276,62
10530,21/10/2020,Sikkim,3643,254,3326,63
10531,22/10/2020,Sikkim,3677,253,3361,63
10532,23/10/2020,Sikkim,3727,254,3410,63
10533,24/10/2020,Sikkim,3770,242,3465,63
10534,25/10/2020,Sikkim,3819,266,3490,63
10535,26/10/2020,Sikkim,3835,246,3525,64
10536,27/10/2020,Sikkim,3840,245,3530,65
10537,28/10/2020,Sikkim,3863,262,3534,67
10538,29/10/2020,Sikkim,3875,263,3545,67
10539,30/10/2020,Sikkim,3893,268,3558,67
10540,31/10/2020,Sikkim,3913,254,3591,68
10541,01/11/2020,Sikkim,3940,251,3617,72
10542,02/11/2020,Sikkim,3958,234,3651,73
10543,03/11/2020,Sikkim,3967,239,3655,73
10544,04/11/2020,Sikkim,4004,271,3660,73
10545,05/11/2020,Sikkim,4067,254,3740,73
10546,06/11/2020,Sikkim,4093,240,3778,75
10547,07/11/2020,Sikkim,4144,283,3786,75
10548,08/11/2020,Sikkim,4195,314,3805,76
10549,09/11/2020,Sikkim,4245,273,3894,78
10550,10/11/2020,Sikkim,4257,268,3910,79
10551,11/11/2020,Sikkim,4308,305,3923,80
10552,12/11/2020,Sikkim,4344,291,3971,82
10553,13/11/2020,Sikkim,4368,264,4019,85
10554,14/11/2020,Sikkim,4415,293,4036,86
10555,15/11/2020,Sikkim,4456,296,4073,87
10556,16/11/2020,Sikkim,4498,284,4125,89
10557,17/11/2020,Sikkim,4521,293,4137,91
10558,18/11/2020,Sikkim,4548,312,4144,92
10559,19/11/2020,Sikkim,4577,300,4182,95
10560,20/11/2020,Sikkim,4609,296,4218,95
10561,21/11/2020,Sikkim,4632,265,4271,96
10562,22/11/2020,Sikkim,4691,289,4304,98
10563,23/11/2020,Sikkim,4722,278,4345,99
10564,24/11/2020,Sikkim,4736,230,4406,100
10565,25/11/2020,Sikkim,4777,238,4437,102
10566,26/11/2020,Sikkim,4819,236,4481,102
10567,27/11/2020,Sikkim,4871,268,4501,102
10568,28/11/2020,Sikkim,4908,264,4541,103
10569,29/11/2020,Sikkim,4967,288,4572,107
10570,30/11/2020,Sikkim,4985,268,4609,108
10571,01/12/2020,Sikkim,4989,248,4632,109
10572,02/12/2020,Sikkim,5031,284,4637,110
10573,03/12/2020,Sikkim,5072,300,4661,111
10574,04/12/2020,Sikkim,5100,320,4669,111
10575,05/12/2020,Sikkim,5147,358,4677,112
10576,06/12/2020,Sikkim,5168,367,4686,115
10577,07/12/2020,Sikkim,5197,387,4695,115
10578,08/12/2020,Sikkim,5203,371,4715,117
10579,09/12/2020,Sikkim,5215,363,4735,117
10580,10/12/2020,Sikkim,5239,368,4754,117
10581,11/12/2020,Sikkim,5264,367,4779,118
10582,12/12/2020,Sikkim,5291,363,4810,118
10583,13/12/2020,Sikkim,5316,364,4834,118
10584,14/12/2020,Sikkim,5338,356,4864,118
10585,15/12/2020,Sikkim,5340,303,4919,118
10586,17/12/2020,Sikkim,5398,306,4971,121
10587,18/12/2020,Sikkim,5406,294,4990,122
10588,19/12/2020,Sikkim,5439,304,5012,123
10589,20/12/2020,Sikkim,5561,401,5037,123
10590,21/12/2020,Sikkim,5573,374,5075,124
10591,22/12/2020,Sikkim,5576,360,5092,124
10592,23/12/2020,Sikkim,5610,378,5108,124
10593,24/12/2020,Sikkim,5632,397,5110,125
10594,25/12/2020,Sikkim,5664,420,5119,125
10595,26/12/2020,Sikkim,5684,417,5142,125
10596,27/12/2020,Sikkim,5799,517,5157,125
10597,28/12/2020,Sikkim,5845,547,5173,125
10598,29/12/2020,Sikkim,5845,531,5188,126
10599,30/12/2020,Sikkim,5864,537,5201,126
10600,31/12/2020,Sikkim,5877,532,5218,127
10601,03/01/2021,Sikkim,5911,530,5252,129
10602,04/01/2021,Sikkim,5920,506,5285,129
10603,05/01/2021,Sikkim,5921,485,5307,129
10604,06/01/2021,Sikkim,5938,493,5316,129
10605,07/01/2021,Sikkim,5951,464,5358,129
10606,08/01/2021,Sikkim,5965,465,5371,129
10607,09/01/2021,Sikkim,5979,393,5457,129
10608,10/01/2021,Sikkim,5984,369,5486,129
10609,11/01/2021,Sikkim,5988,351,5508,129
10610,12/01/2021,Sikkim,5989,322,5538,129
10611,13/01/2021,Sikkim,5996,313,5554,129
10612,14/01/2021,Sikkim,6004,311,5564,129
10613,15/01/2021,Sikkim,6011,162,5719,130
10614,16/01/2021,Sikkim,6024,163,5731,130
10615,17/01/2021,Sikkim,6029,158,5741,130
10616,18/01/2021,Sikkim,6038,161,5747,130
10617,19/01/2021,Sikkim,6038,152,5756,130
10618,20/01/2021,Sikkim,6052,156,5765,131
10619,21/01/2021,Sikkim,6057,160,5766,131
10620,22/01/2021,Sikkim,6062,148,5783,131
10621,23/01/2021,Sikkim,6063,140,5792,131
10622,24/01/2021,Sikkim,6068,134,5802,132
10623,25/01/2021,Sikkim,6071,127,5811,133
10624,27/01/2021,Sikkim,6078,104,5841,133
10625,28/01/2021,Sikkim,6079,102,5844,133
10626,29/01/2021,Sikkim,6084,104,5847,133
10627,30/01/2021,Sikkim,6085,97,5855,133
10628,31/01/2021,Sikkim,6088,94,5861,133
10629,01/02/2021,Sikkim,6090,86,5870,134
10630,02/02/2021,Sikkim,6091,82,5874,135
10631,03/02/2021,Sikkim,6096,85,5876,135
10632,04/02/2021,Sikkim,6098,86,5877,135
10633,05/02/2021,Sikkim,6103,82,5886,135
10634,06/02/2021,Sikkim,6105,77,5893,135
10635,07/02/2021,Sikkim,6108,75,5898,135
10636,08/02/2021,Sikkim,6110,70,5905,135
10637,09/02/2021,Sikkim,6110,67,5908,135
10638,10/02/2021,Sikkim,6110,63,5912,135
10639,11/02/2021,Sikkim,6111,60,5916,135
10640,12/02/2021,Sikkim,6113,62,5916,135
10641,13/02/2021,Sikkim,6116,61,5920,135
10642,14/02/2021,Sikkim,6116,59,5922,135
10643,15/02/2021,Sikkim,6118,56,5927,135
10644,16/02/2021,Sikkim,6118,54,5929,135
10645,17/02/2021,Sikkim,6121,56,5930,135
10646,18/02/2021,Sikkim,6121,54,5932,135
10647,19/02/2021,Sikkim,6126,58,5933,135
10648,20/02/2021,Sikkim,6127,54,5938,135
10649,21/02/2021,Sikkim,6128,53,5940,135
10650,22/02/2021,Sikkim,6132,52,5945,135
10651,23/02/2021,Sikkim,6132,49,5948,135
10652,24/02/2021,Sikkim,6132,47,5950,135
10653,25/02/2021,Sikkim,6132,47,5950,135
10654,26/02/2021,Sikkim,6133,43,5955,135
10655,27/02/2021,Sikkim,6135,45,5955,135
10656,01/03/2021,Sikkim,6145,46,5964,135
10657,02/03/2021,Sikkim,6145,45,5965,135
10658,03/03/2021,Sikkim,6147,37,5975,135
10659,04/03/2021,Sikkim,6150,29,5986,135
10660,06/03/2021,Sikkim,6157,35,5987,135
10661,07/03/2021,Sikkim,6167,44,5988,135
10662,08/03/2021,Sikkim,6174,50,5989,135
10663,09/03/2021,Sikkim,6174,50,5989,135
10664,10/03/2021,Sikkim,6175,50,5990,135
10665,11/03/2021,Sikkim,6178,49,5994,135
10666,13/03/2021,Sikkim,6183,54,5994,135
10667,14/03/2021,Sikkim,6184,47,6002,135
10668,15/03/2021,Sikkim,6184,46,6003,135
10669,12/03/2020,State assignment pending,0,0,0,0
10670,13/03/2020,State assignment pending,0,0,0,0
10671,14/03/2020,State assignment pending,0,0,0,0
10672,15/03/2020,State assignment pending,0,0,0,0
10673,16/03/2020,State assignment pending,0,0,0,0
10674,17/03/2020,State assignment pending,0,0,0,0
10675,18/03/2020,State assignment pending,0,0,0,0
10676,19/03/2020,State assignment pending,0,0,0,0
10677,20/03/2020,State assignment pending,0,0,0,0
10678,21/03/2020,State assignment pending,0,0,0,0
10679,22/03/2020,State assignment pending,0,0,0,0
10680,23/03/2020,State assignment pending,0,0,0,0
10681,24/03/2020,State assignment pending,0,0,0,0
10682,25/03/2020,State assignment pending,0,0,0,0
10683,26/03/2020,State assignment pending,0,0,0,0
10684,27/03/2020,State assignment pending,0,0,0,0
10685,28/03/2020,State assignment pending,0,0,0,0
10686,29/03/2020,State assignment pending,0,0,0,0
10687,30/03/2020,State assignment pending,0,0,0,0
10688,31/03/2020,State assignment pending,38,38,0,0
10689,03/04/2020,State assignment pending,18,18,,
10690,01/05/2020,State assignment pending,291,291,0,0
10691,02/05/2020,State assignment pending,179,179,0,0
10692,03/05/2020,State assignment pending,124,124,0,0
10693,16/05/2020,State assignment pending,230,230,0,0
10694,17/05/2020,State assignment pending,290,290,0,0
10695,18/05/2020,State assignment pending,410,410,0,0
10696,19/05/2020,State assignment pending,814,814,0,0
10697,20/05/2020,State assignment pending,1096,1096,0,0
10698,21/05/2020,State assignment pending,1403,1403,0,0
10699,22/05/2020,State assignment pending,1620,1620,0,0
10700,23/05/2020,State assignment pending,1899,1899,0,0
10701,24/05/2020,State assignment pending,2338,2338,0,0
10702,25/05/2020,State assignment pending,2642,2642,0,0
10703,26/05/2020,State assignment pending,2970,2970,0,0
10704,27/05/2020,State assignment pending,4013,4013,0,0
10705,28/05/2020,State assignment pending,4332,4332,0,0
10706,29/05/2020,State assignment pending,4673,4673,0,0
10707,30/05/2020,State assignment pending,5043,5043,0,0
10708,31/05/2020,State assignment pending,5491,5491,0,0
10709,01/06/2020,State assignment pending,5630,5630,0,0
10710,02/06/2020,State assignment pending,6414,6414,0,0
10711,03/06/2020,State assignment pending,7123,7123,0,0
10712,04/06/2020,State assignment pending,7483,7483,0,0
10713,05/06/2020,State assignment pending,7610,7610,0,0
10714,06/06/2020,State assignment pending,8192,8192,0,0
10715,07/06/2020,State assignment pending,8605,8605,0,0
10716,08/06/2020,State assignment pending,9189,9189,0,0
10717,09/06/2020,State assignment pending,8803,8803,0,0
10718,10/06/2020,State assignment pending,9227,9227,0,0
10719,11/06/2020,State assignment pending,8931,8931,0,0
10720,12/06/2020,State assignment pending,8315,8315,0,0
10721,13/06/2020,State assignment pending,7984,7984,0,0
10722,14/06/2020,State assignment pending,7436,7436,0,0
10723,15/06/2020,State assignment pending,6972,6972,0,0
10724,16/06/2020,State assignment pending,7684,7684,0,0
10725,17/06/2020,State assignment pending,8273,8273,0,0
10726,18/06/2020,State assignment pending,8703,8703,0,0
10727,19/06/2020,State assignment pending,8927,8927,0,0
10728,20/06/2020,State assignment pending,9265,9265,0,0
10729,21/06/2020,State assignment pending,9127,9127,0,0
10730,22/06/2020,State assignment pending,7832,7832,0,0
10731,23/06/2020,State assignment pending,8015,8015,0,0
10732,24/06/2020,State assignment pending,8141,8141,0,0
10733,25/06/2020,State assignment pending,8493,8493,0,0
10734,26/06/2020,State assignment pending,8123,8123,0,0
10735,27/06/2020,State assignment pending,8023,8023,0,0
10736,28/06/2020,State assignment pending,7839,7839,0,0
10737,29/06/2020,State assignment pending,7285,7285,0,0
10738,30/06/2020,State assignment pending,7004,7004,0,0
10739,01/07/2020,State assignment pending,6915,6915,0,0
10740,02/07/2020,State assignment pending,6832,6832,0,0
10741,03/07/2020,State assignment pending,6031,6031,0,0
10742,04/07/2020,State assignment pending,4999,4999,0,0
10743,05/07/2020,State assignment pending,4629,4629,0,0
10744,06/07/2020,State assignment pending,4913,4913,0,0
10745,07/07/2020,State assignment pending,5034,5034,0,0
10746,08/07/2020,State assignment pending,5018,5018,0,0
10747,09/07/2020,State assignment pending,4385,4385,0,0
10748,10/07/2020,State assignment pending,4161,4161,0,0
10749,11/07/2020,State assignment pending,3416,3416,0,0
10750,12/07/2020,State assignment pending,3024,3024,0,0
10751,13/07/2020,State assignment pending,2358,2358,0,0
10752,14/07/2020,State assignment pending,2179,2179,0,0
10753,15/07/2020,State assignment pending,1524,1524,0,0
10754,16/07/2020,State assignment pending,1285,1285,0,0
10755,17/07/2020,State assignment pending,531,531,0,0
10756,18/07/2020,State assignment pending,163,163,0,0
10757,12/03/2020,Tamil Nadu,1,1,0,0
10758,13/03/2020,Tamil Nadu,1,1,0,0
10759,14/03/2020,Tamil Nadu,1,1,0,0
10760,15/03/2020,Tamil Nadu,1,1,0,0
10761,16/03/2020,Tamil Nadu,1,1,0,0
10762,17/03/2020,Tamil Nadu,1,1,0,0
10763,18/03/2020,Tamil Nadu,1,1,0,0
10764,19/03/2020,Tamil Nadu,2,1,1,0
10765,20/03/2020,Tamil Nadu,3,2,1,0
10766,21/03/2020,Tamil Nadu,3,2,1,0
10767,22/03/2020,Tamil Nadu,7,6,1,0
10768,23/03/2020,Tamil Nadu,9,8,1,0
10769,24/03/2020,Tamil Nadu,12,11,1,0
10770,25/03/2020,Tamil Nadu,15,14,1,0
10771,26/03/2020,Tamil Nadu,26,24,1,1
10772,27/03/2020,Tamil Nadu,29,27,1,1
10773,28/03/2020,Tamil Nadu,40,37,2,1
10774,29/03/2020,Tamil Nadu,42,39,2,1
10775,30/03/2020,Tamil Nadu,50,45,4,1
10776,31/03/2020,Tamil Nadu,74,69,4,1
10777,01/04/2020,Tamil Nadu,124,119,4,1
10778,02/04/2020,Tamil Nadu,234,227,6,1
10779,03/04/2020,Tamil Nadu,309,302,6,1
10780,04/04/2020,Tamil Nadu,411,404,6,1
10781,05/04/2020,Tamil Nadu,485,476,6,3
10782,06/04/2020,Tamil Nadu,571,558,8,5
10783,07/04/2020,Tamil Nadu,621,608,8,5
10784,08/04/2020,Tamil Nadu,690,664,19,7
10785,09/04/2020,Tamil Nadu,738,709,21,8
10786,10/04/2020,Tamil Nadu,834,805,21,8
10787,11/04/2020,Tamil Nadu,911,859,44,8
10788,12/04/2020,Tamil Nadu,969,915,44,10
10789,13/04/2020,Tamil Nadu,1075,1014,50,11
10790,14/04/2020,Tamil Nadu,1173,1104,58,11
10791,15/04/2020,Tamil Nadu,1204,1111,81,12
10792,16/04/2020,Tamil Nadu,1242,1110,118,14
10793,17/04/2020,Tamil Nadu,1267,1072,180,15
10794,18/04/2020,Tamil Nadu,1323,1025,283,15
10795,19/04/2020,Tamil Nadu,1372,992,365,15
10796,20/04/2020,Tamil Nadu,1477,1051,411,15
10797,21/04/2020,Tamil Nadu,1520,1046,457,17
10798,22/04/2020,Tamil Nadu,1596,943,635,18
10799,23/04/2020,Tamil Nadu,1629,949,662,18
10800,24/04/2020,Tamil Nadu,1683,911,752,20
10801,25/04/2020,Tamil Nadu,1755,867,866,22
10802,26/04/2020,Tamil Nadu,1821,838,960,23
10803,27/04/2020,Tamil Nadu,1885,841,1020,24
10804,28/04/2020,Tamil Nadu,1937,812,1101,24
10805,29/04/2020,Tamil Nadu,2058,865,1168,25
10806,30/04/2020,Tamil Nadu,2162,925,1210,27
10807,01/05/2020,Tamil Nadu,2323,1038,1258,27
10808,02/05/2020,Tamil Nadu,2526,1186,1312,28
10809,03/05/2020,Tamil Nadu,2757,1387,1341,29
10810,04/05/2020,Tamil Nadu,3023,1614,1379,30
10811,05/05/2020,Tamil Nadu,3550,2110,1409,31
10812,06/05/2020,Tamil Nadu,4058,2540,1485,33
10813,07/05/2020,Tamil Nadu,4829,3278,1516,35
10814,08/05/2020,Tamil Nadu,5409,3825,1547,37
10815,09/05/2020,Tamil Nadu,6009,4364,1605,40
10816,10/05/2020,Tamil Nadu,6535,4667,1824,44
10817,11/05/2020,Tamil Nadu,7204,5198,1959,47
10818,12/05/2020,Tamil Nadu,8002,5898,2051,53
10819,13/05/2020,Tamil Nadu,8718,6523,2134,61
10820,14/05/2020,Tamil Nadu,9227,6987,2176,64
10821,15/05/2020,Tamil Nadu,9674,7368,2240,66
10822,16/05/2020,Tamil Nadu,10108,7438,2599,71
10823,17/05/2020,Tamil Nadu,10585,6973,3538,74
10824,18/05/2020,Tamil Nadu,11224,6974,4172,78
10825,19/05/2020,Tamil Nadu,11760,7273,4406,81
10826,20/05/2020,Tamil Nadu,12448,7469,4895,84
10827,21/05/2020,Tamil Nadu,13191,7222,5882,87
10828,22/05/2020,Tamil Nadu,13967,7591,6282,94
10829,23/05/2020,Tamil Nadu,14753,7527,7128,98
10830,24/05/2020,Tamil Nadu,15512,7918,7491,103
